,lon,lat,POLYGON,portion,subportion,multiple
27,-86.80296980499998,33.54068713500004,P5,7,1,False
28,-86.80296966499998,33.54068686100004,P5,7,1,False
29,-86.80296951699995,33.54068639800005,P5,7,1,False
30,-86.80296946699997,33.54068592100003,P5,7,1,False
31,-86.80296951699995,33.540685444000076,P5,7,1,False
32,-86.80296966499998,33.54068498100003,P5,7,1,False
33,-86.80296990699998,33.54068454700007,P5,7,1,False
34,-86.80297023499998,33.540684155000065,P5,7,1,False
35,-86.80297063999996,33.54068381600007,P5,7,1,False
36,-86.80297110799995,33.54068354100008,P5,7,1,False
37,-86.80297162699998,33.540683339000054,P5,7,1,False
38,-86.80297217899994,33.54068321500006,P5,7,1,False
0,-86.80194386199997,33.535683979000055,P5,8,1,False
1,-86.80194443199997,33.535683937000044,P5,8,1,False
2,-86.80194500199997,33.535683979000055,P5,8,1,False
3,-86.80194555399999,33.53568410300005,P5,8,1,False
4,-86.80194607299995,33.535684305000075,P5,8,1,False
5,-86.80194654099995,33.535684580000066,P5,8,1,False
6,-86.80194694599999,33.53568491900006,P5,8,1,False
7,-86.80194727899999,33.53568531900004,P5,8,1,False
8,-86.80195965099995,33.53570352200006,P5,8,1,False
9,-86.80196121399996,33.53570581300005,P5,8,1,False
10,-86.80196144899998,33.53570623600007,P5,8,1,False
11,-86.80196159699994,33.53570669900006,P5,8,1,False
12,-86.80196164699998,33.535707176000074,P5,8,1,False
13,-86.80196159699994,33.53570765300003,P5,8,1,False
14,-86.80196144899998,33.53570811600002,P5,8,1,False
15,-86.80196120699998,33.53570855000004,P5,8,1,False
16,-86.80196087899998,33.53570894200004,P5,8,1,False
17,-86.80196047399994,33.53570928100004,P5,8,1,False
18,-86.80196000599994,33.53570955600003,P5,8,1,False
19,-86.80195948699998,33.53570975800005,P5,8,1,False
20,-86.80195893499996,33.53570988200005,P5,8,1,False
21,-86.80195836499996,33.53570992400006,P5,8,1,False
22,-86.80195779499996,33.53570988200005,P5,8,1,False
23,-86.80195724299995,33.53570975800005,P5,8,1,False
24,-86.80195672399998,33.53570955600003,P5,8,1,False
25,-86.80195625599998,33.53570928100004,P5,8,1,False
26,-86.80195585099995,33.53570894200004,P5,8,1,False
27,-86.80195551899999,33.535708545000034,P5,8,1,False
28,-86.80195394999998,33.53570624400004,P5,8,1,False
29,-86.80194157999995,33.53568804400004,P5,8,1,False
30,-86.80194134799996,33.53568762500004,P5,8,1,False
31,-86.80194119999999,33.535687162000045,P5,8,1,False
32,-86.80194114999995,33.53568668500003,P5,8,1,False
33,-86.80194119999999,33.53568620800007,P5,8,1,False
34,-86.80194134799996,33.53568574500002,P5,8,1,False
35,-86.80194158999996,33.535685311000066,P5,8,1,False
36,-86.80194191799995,33.53568491900006,P5,8,1,False
37,-86.80194232299993,33.535684580000066,P5,8,1,False
38,-86.80194279099999,33.535684305000075,P5,8,1,False
39,-86.80194330999996,33.53568410300005,P5,8,1,False
40,-86.80194386199997,33.535683979000055,P5,8,1,False
