OBJECTID *,Survey Type,Leak Location,Leak Grade,Marked Flag,Leak Located,Probable Source,Gas In,Surface Type,CGI Test Gas,CGI Test LEL,CGI Test PPM,Detected By,Meter Number,Confirm Meter Number,House Number,Street,Street 2,Apt/Suite,City,Comments,Survey Year,Survey Contractor,Grade 1 Notification,PRESSURETY,CreationDa,Creator,EditDate,Editor,NOTIFICATION,REPORTNUMBER,NOTSTATUS,Work Location,X,Y
21783,3 Year,Underground,Grade 2,No,<Null>,Main,Curb,Concrete,45,<Null>,<Null>,CGI,N/A,N/A,2498,24t St N,On 24th St between 24th Ct. N. and Finley Blvd.,<Null>,<Null>,"Holes in sidewalk, <5' from street, across from Southway Crane & Rigging on 24th Sr. N.",2020,Southern Cross,<Null>,<Null>,3/16/20 19:50,Jackie.Butts1,3/16/20 19:50,Jackie.Butts1,10580627,9200021783,<Null>,<Null>,-86.818394,33.544896
21787,3 Year,Underground,Grade 3,Yes,<Null>,Service,Curb,Concrete,<Null>,<Null>,10,Flame Pack,<Null>,<Null>,2515,6TH AVE S,<Null>,A,<Null>,Apt/Unit A,2020,Southern Cross,<Null>,<Null>,3/17/20 13:03,Vladimere.Bohemond1,3/17/20 13:03,Vladimere.Bohemond1,10580628,9200021787,<Null>,<Null>,-86.793357,33.51039
21792,3 Year,Underground,Grade 2,No,<Null>,Main,20'+ FRM Building,Unsurfaced,36,<Null>,<Null>,CGI,N/A,N/A,2401,22nd St N,24th Ave. N.,<Null>,<Null>,"On/near gas pipeline on 24th Ave. N., 30% - 60+% gas, gas odor, <5' from street. yard",2020,Southern Cross,<Null>,<Null>,3/17/20 13:58,Jackie.Butts1,3/17/20 13:58,Jackie.Butts1,10580629,9200021792,<Null>,<Null>,-86.82049,33.543114
21796,3 Year,Underground,Grade 3,Yes,<Null>,Service,<Null>,Unsurfaced,<Null>,6,<Null>,<Null>,<Null>,<Null>,3800,5th Ave S,<Null>,<Null>,<Null>,leak is in the alley marked by yellow 20,2020,Southern Cross,<Null>,<Null>,3/17/20 14:36,Vladimere.Bohemond1,3/20/20 3:45,chris.wright1,10580632,9200021796,<Null>,<Null>,-86.776402,33.520709
21805,3 Year,Underground,Grade 2,No,<Null>,Main,10' - 20' FRM Building,Unsurfaced,20,<Null>,<Null>,CGI,N/A,N/A,4008,24t St N,<Null>,<Null>,<Null>,"At street, on/near gas pipeline, near Big B Food Mart, in front of vacant building",2020,Southern Cross,<Null>,<Null>,3/17/20 17:34,Jackie.Butts1,3/17/20 17:34,Jackie.Butts1,10580637,9200021805,<Null>,<Null>,-86.823409,33.562211
21812,3 Year,Underground,Grade 2,Yes,Service,First Cut Regulator,<10' FRM Building,<Null>,6,<Null>,<Null>,Flame Pack,<Null>,<Null>,2824,5th Ave S,<Null>,<Null>,<Null>,<Null>,2020,Southern Cross,<Null>,<Null>,3/17/20 19:19,Vladimere.Bohemond1,3/20/20 3:41,chris.wright1,10580640,9200021812,<Null>,<Null>,-86.789429,33.51391
21813,3 Year,Underground,Grade 1,Yes,<Null>,Service,<10' FRM Building,Unsurfaced,6,<Null>,<Null>,<Null>,<Null>,<Null>,2824,5th Ave S,<Null>,<Null>,<Null>,<Null>,2020,Southern Cross,<Null>,<Null>,3/17/20 19:40,Vladimere.Bohemond1,3/20/20 3:39,chris.wright1,10580338,9200021813,<Null>,<Null>,-86.789415,33.51393
21827,3 Year,Underground,Grade 3,No,Main,Main,Sanitary Manhole,Tar Mix,<Null>,2,<Null>,CGI,N/A,N/A,4105,23RD LN N,<Null>,<Null>,<Null>,Methane detected - City of Birmingham Sanitary Sewer ,2020,Southern Cross,<Null>,<Null>,3/18/20 14:17,Jackie.Butts1,3/18/20 14:17,Jackie.Butts1,10580645,9200021827,<Null>,<Null>,-86.823219,33.564946
21828,3 Year,Underground,Grade 2,No,<Null>,Main,20'+ FRM Building,Unsurfaced,21,<Null>,<Null>,CGI,N/A,N/A,4112,23RD LN N,<Null>,<Null>,<Null>,"On/near gas pipeline, near fire hydrant/utility pole, gas odor",2020,Southern Cross,<Null>,<Null>,3/18/20 14:35,Jackie.Butts1,3/18/20 14:35,Jackie.Butts1,10580646,9200021828,<Null>,<Null>,-86.823228,33.565061
21846,Aldyl A,Underground,Grade 3,Yes,<Null>,Main,Curb,Unsurfaced,11,<Null>,<Null>,CGI,0,0,6103,5th St S,<Null>,<Null>,<Null>,<Null>,2020,Southern Cross,<Null>,<Null>,3/19/20 14:22,keith.jones1,3/19/20 14:22,keith.jones1,10580655,9200021846,<Null>,<Null>,-86.922494,33.422261
21865,3 Year,Underground,Grade 3,No,<Null>,Main,Street,Tar Mix,<Null>,2,<Null>,CGI,N/A,N/A,2230,13TH AVE N,<Null>,<Null>,<Null>,Gas detected in/around manhole cover in street - ELECTRIC,2020,Southern Cross,<Null>,<Null>,3/20/20 15:35,Jackie.Butts1,3/20/20 15:35,Jackie.Butts1,10580661,9200021865,<Null>,<Null>,-86.811112,33.530408
21870,3 Year,Underground,Grade 2,No,Main,Main,20'+ FRM Building,Unsurfaced,<Null>,50,<Null>,CGI,N/A,N/A,2112,12TH AVE N,22nd St. N.,<Null>,<Null>,"Gas detected from conduit - electrical in ground, utility pole, traffic control box",2020,Southern Cross,<Null>,<Null>,3/20/20 16:28,Jackie.Butts1,3/20/20 16:31,Jackie.Butts1,10580663,9200021870,<Null>,<Null>,-86.811629,33.528444
21871,3 Year,Underground,Grade 3,No,<Null>,Main,Storm Manhole,Tar Mix,<Null>,6,<Null>,CGI,N/A,N/A,2131,12TH AVE N,22nd St. N.,<Null>,<Null>,"City of Birmingham Storm Sewer in street, gas odor",2020,Southern Cross,<Null>,<Null>,3/20/20 16:36,Jackie.Butts1,3/20/20 16:38,Jackie.Butts1,10580664,9200021871,<Null>,<Null>,-86.811522,33.528286
21872,3 Year,Underground,Grade 3,No,<Null>,Main,10' - 20' FRM Building,Concrete,<Null>,4,<Null>,CGI,N/A,N/A,2131,12TH AVE N,<Null>,<Null>,<Null>,"Gas detected from storm drain, City of Birmingham Storm Sewer ",2020,Southern Cross,<Null>,<Null>,3/20/20 16:40,Jackie.Butts1,3/20/20 16:40,Jackie.Butts1,10580665,9200021872,<Null>,<Null>,-86.81152,33.528282
21874,3 Year,Underground,Grade 2,No,<Null>,Main,Curb,Tar Mix,30,<Null>,<Null>,CGI,N/A,N/A,2131,12TH AVE N,22nd St. N.,<Null>,<Null>,"Curb, 15' - 20' from building, gas odor, occupants of office complaint of odor",2020,Southern Cross,<Null>,<Null>,3/20/20 19:06,Jackie.Butts1,3/20/20 19:06,Jackie.Butts1,10580666,9200021874,<Null>,<Null>,-86.811558,33.528216
22083,3 Year,Underground,Grade 2,No,<Null>,First Cut Regulator,10' - 20' FRM Building,Unsurfaced,<Null>,40,<Null>,Soap,N/A,N/A,2318,12th Ave. N.,between 23rd St. N. and 24th St. N.,<Null>,<Null>,"HPR/first cut, slight gas odor, Greater Bham Ministries",2020,Southern Cross,<Null>,<Null>,3/24/20 13:31,Jackie.Butts1,3/24/20 13:38,Jackie.Butts1,10580911,9200022083,<Null>,<Null>,-86.809696,33.529469
22085,3 Year,Underground,Grade 3,No,<Null>,Service,Sanitary Manhole,Concrete,<Null>,2,<Null>,CGI,N/A,N/A,1201,22nd St N,<Null>,<Null>,<Null>,"Methane detected from City of Birmingham Sanitary Sewer, sewage odor",2020,Southern Cross,<Null>,<Null>,3/24/20 13:56,Jackie.Butts1,3/24/20 16:09,Jackie.Butts1,10580912,9200022085,<Null>,<Null>,-86.811243,33.529282
22087,3 Year,Underground,Grade 3,No,<Null>,Regulator Station,20'+ FRM Building,Concrete,<Null>,15,<Null>,CGI,N/A,N/A,1289,22nd St N,13 Ave. N.,<Null>,<Null>,Regulator station at corner of 22nd St. N. and 13th Ave. N.,2020,Southern Cross,<Null>,<Null>,3/24/20 14:16,Jackie.Butts1,3/24/20 14:21,Jackie.Butts1,10582056,9200022087,<Null>,<Null>,-86.812287,33.529552
22088,3 Year,Underground,Grade 2,No,Valve,Main,20'+ FRM Building,Concrete,40,<Null>,<Null>,CGI,N/A,N/A,1289,22nd St N,13th Ave. N.,<Null>,<Null>,Gas valve near regulator station on corner of 22nd St. N. and 13th Ave. N.,2020,Southern Cross,<Null>,<Null>,3/24/20 14:20,Jackie.Butts1,3/24/20 14:20,Jackie.Butts1,10580913,9200022088,<Null>,<Null>,-86.81234,33.529629
22091,3 Year,Underground,Grade 2,No,<Null>,Main,20'+ FRM Building,Unsurfaced,54,<Null>,<Null>,CGI,N/A,N/A,1291,22nd St N,13th Ave. N.,<Null>,<Null>,"Below ground, on/near gas pipeline, next to regulator station on 22nd St. N./13th Ave. N. ",2020,Southern Cross,<Null>,<Null>,3/24/20 14:36,Jackie.Butts1,3/24/20 14:36,Jackie.Butts1,10580915,9200022091,<Null>,<Null>,-86.812313,33.529571
22092,3 Year,Underground,Grade 3,No,<Null>,Main,Street,Tar Mix,<Null>,5,<Null>,CGI,N/A,N/A,1289,22nd St N,13th Ave. N.,<Null>,<Null>,Gas detected from manhole on 22nd St. N./13th Ave. N.,2020,Southern Cross,<Null>,<Null>,3/24/20 14:42,Jackie.Butts1,3/24/20 14:42,Jackie.Butts1,10580916,9200022092,<Null>,<Null>,-86.812312,33.529604
22094,3 Year,Underground,Grade 3,Yes,<Null>,Service,Curb,Unsurfaced,<Null>,19,<Null>,CGI,ba571881,<Null>,1620,REVEREND ABRAHAM WOODS JR BLVD,<Null>,<Null>,<Null>,<Null>,2020,Southern Cross,<Null>,<Null>,3/24/20 14:51,leighton.landrum1,3/24/20 14:52,leighton.landrum1,10580917,9200022094,<Null>,<Null>,-86.815176,33.519438
22095,3 Year,Underground,Grade 2,No,<Null>,Main,Street,Concrete,<Null>,45,<Null>,CGI,N/A,N/A,2131,12th Ave N,22nd St. N.,<Null>,<Null>,"Gas detected from CATV cover in street, near Bahakel & Bahakel and Civic Center Health Rehab",2020,Southern Cross,<Null>,<Null>,3/24/20 15:26,Jackie.Butts1,3/24/20 15:26,Jackie.Butts1,10580918,9200022095,<Null>,<Null>,-86.811437,33.528381
22097,3 Year,Underground,Grade 3,No,<Null>,Main,Street,Tar Mix,<Null>,4,<Null>,CGI,N/A,N/A,2412,12th Ave N,25th St. N.,<Null>,<Null>,Gas detected from Bell System manhole cover,2020,Southern Cross,<Null>,<Null>,3/24/20 15:50,Jackie.Butts1,3/24/20 15:50,Jackie.Butts1,10580919,9200022097,<Null>,<Null>,-86.808011,33.530082
22104,3 Year,Underground,Grade 2,No,<Null>,Main,Street,Tar Mix,43,<Null>,<Null>,CGI,N/A,N/A,1201,22nd St N, 12th Ave. N.,<Null>,<Null>,"Hole in street, strong gas odor",2020,Southern Cross,<Null>,<Null>,3/24/20 19:46,Jackie.Butts1,3/24/20 19:46,Jackie.Butts1,10580921,9200022104,<Null>,<Null>,-86.811632,33.528506
22107,3 Year,Underground,Grade 3,No,<Null>,Main,Sanitary Manhole,Tar Mix,<Null>,4,<Null>,CGI,N/A,N/A,906,18th St N,9th Ct. N.,<Null>,<Null>,Methane detected from sewer/storm manhole near FBI building,2020,Southern Cross,<Null>,<Null>,3/25/20 13:44,Jackie.Butts1,3/25/20 14:15,Jackie.Butts1,10580922,9200022107,<Null>,<Null>,-86.814775,33.522223
22108,3 Year,Underground,Grade 1,Yes,Service Riser,Fuel Line,Foundation,Unsurfaced,<Null>,45,<Null>,CGI,ba34396,<Null>,1321,13th street n,<Null>,<Null>,<Null>,<Null>,2020,Southern Cross,<Null>,<Null>,3/25/20 14:13,leighton.landrum1,3/25/20 14:20,leighton.landrum1,10580673,9200022108,<Null>,<Null>,-86.822843,33.526906
22112,3 Year,Underground,Grade 1,No,<Null>,Main,<10' FRM Building,Unsurfaced,61,<Null>,<Null>,CGI,N/A,N/A,900,18th St. N.,9th Ct. N.,<Null>,<Null>,"61% gas <10' from building, 86% LEL within 2' of building, concrete sidewalk <2' of building, odor",2020,Southern Cross,<Null>,<Null>,3/25/20 14:59,Jackie.Butts1,3/25/20 15:18,Jackie.Butts1,10580616,9200022112,<Null>,<Null>,-86.814675,33.522033
22114,3 Year,Underground,Grade 3,No,<Null>,Main,Sanitary Manhole,Unsurfaced,<Null>,49,<Null>,CGI,N/A,N/A,1792,18th St N,10th Ave. N.,<Null>,<Null>,Gas detected around Jefferson Co. Sanitary Sewer  manhole,2020,Southern Cross,<Null>,<Null>,3/25/20 16:47,Jackie.Butts1,3/25/20 16:49,Jackie.Butts1,10580925,9200022114,<Null>,<Null>,-86.815285,33.522919
22115,3 Year,Underground,Grade 1,No,<Null>,Main,Water Box,Unsurfaced,20,<Null>,<Null>,CGI,N/A,N/A,1000,18th St. N. ,11th Ave. N.,<Null>,<Null>,"Water valve box, highest = 40% gas, near FBI Building",2020,Southern Cross,<Null>,<Null>,3/25/20 17:24,Jackie.Butts1,3/25/20 17:33,Jackie.Butts1,10580705,9200022115,<Null>,<Null>,-86.815761,33.523481
22120,3 Year,Underground,Grade 2,No,<Null>,Main,Curb,Concrete,20,<Null>,<Null>,CGI,N/A,N/A,1010,18th St N,10th Ave. N.,<Null>,<Null>,"Gas detected at and around curb/sidewalk/cracks in street, near FBI building, gas odor",2020,Southern Cross,<Null>,<Null>,3/26/20 13:19,Jackie.Butts1,3/26/20 13:42,Jackie.Butts1,10580928,9200022120,<Null>,<Null>,-86.815383,33.523037
22128,3 Year,Underground,Grade 2,No,<Null>,Main,Curb,Unsurfaced,30,<Null>,<Null>,CGI,N/A,N/A,954,18th St N,9th Ct. N.,<Null>,<Null>,"Around light pole (CB 9-8), across from Main Steet Check Printing near FBI Building",2020,Southern Cross,<Null>,<Null>,3/26/20 13:57,Jackie.Butts1,3/26/20 13:57,Jackie.Butts1,10580931,9200022128,<Null>,<Null>,-86.815005,33.522603
22130,3 Year,Underground,Grade 2,No,<Null>,Main,20'+ FRM Building,Unsurfaced,35,<Null>,<Null>,CGI,N/A,N/A,1786,9th Ave N,18th St. N.,<Null>,<Null>,"Around tree/curb, construction in progress, AT&T cable lines ",2020,Southern Cross,<Null>,<Null>,3/26/20 14:14,Jackie.Butts1,3/26/20 14:15,Jackie.Butts1,10580933,9200022130,<Null>,<Null>,-86.81449,33.52161
22135,3 Year,Underground,Grade 3,No,<Null>,Main,Sanitary Manhole,Tar Mix,<Null>,9,<Null>,CGI,N/A,N/A,928,17th St N,10th Ave. N.,<Null>,<Null>,City of Birmingham Sanitary Sewer ,2020,Southern Cross,<Null>,<Null>,3/26/20 14:58,Jackie.Butts1,3/26/20 15:00,Jackie.Butts1,10580935,9200022135,<Null>,<Null>,-86.816163,33.521571
22138,3 Year,Underground,Grade 3,No,<Null>,Main,Sanitary Manhole,Tar Mix,<Null>,6,<Null>,CGI,N/A,N/A,1007,17th St N,10th Ave. N.,<Null>,<Null>,City of Birmingham Sanitary Sewer ,2020,Southern Cross,<Null>,<Null>,3/26/20 15:11,Jackie.Butts1,3/26/20 15:11,Jackie.Butts1,10580936,9200022138,<Null>,<Null>,-86.816575,33.522422
22147,3 Year,Underground,Grade 1,No,<Null>,Main,Foundation,Concrete,8,<Null>,<Null>,CGI,N/A,N/A,900,17th St. N. ,9th Ave. N.,<Null>,<Null>,"Metro Mini Storage, 54% gas  - parking lot, 8% gas from foundation, gas odor, complaint of odor",2020,Southern Cross,<Null>,<Null>,3/26/20 16:17,Jackie.Butts1,3/26/20 18:21,Jackie.Butts1,10580719,9200022147,<Null>,<Null>,-86.816035,33.520853
22150,3 Year,Underground,Grade 2,No,<Null>,Main,Water Box,Unsurfaced,<Null>,20,<Null>,CGI,N/A,N/A,900,17th St N,9th Ave. N.,<Null>,<Null>,"Gas detected from BWWB valve box, Metro Mini Storage",2020,Southern Cross,<Null>,<Null>,3/26/20 17:32,Jackie.Butts1,3/26/20 17:32,Jackie.Butts1,10580938,9200022150,<Null>,<Null>,-86.815794,33.52105
22154,3 Year,Underground,Grade 3,No,<Null>,Regulator Station,20'+ FRM Building,Concrete,<Null>,10,<Null>,CGI,N/A,N/A,1625,11th Ave N,17th St. N.,<Null>,<Null>,Regulator station near I-20 W/I-59 S,2020,Southern Cross,<Null>,<Null>,3/26/20 19:33,Jackie.Butts1,3/26/20 19:33,Jackie.Butts1,10582055,9200022154,<Null>,<Null>,-86.817477,33.523466
22157,3 Year,Underground,Grade 3,No,<Null>,Main,Street,Tar Mix,<Null>,5,<Null>,CGI,N/A,N/A,1608,10th Ave N,17th St. N.,<Null>,<Null>,Gas detected from Bell Systems manhole,2020,Southern Cross,<Null>,<Null>,3/26/20 19:44,Jackie.Butts1,3/26/20 19:45,Jackie.Butts1,10580944,9200022157,<Null>,<Null>,-86.817199,33.52295
22158,3 Year,Underground,Grade 1,No,<Null>,Main,Water Box,Concrete,8,<Null>,<Null>,CGI,N/A,N/A,1030,17th St. N.,11th Ave. N.,<Null>,<Null>,"SRA Foods, 8% gas from BWWB box <5' from building, 17% gas <10', gas odor",2020,Southern Cross,<Null>,<Null>,3/26/20 20:22,Jackie.Butts1,3/26/20 21:26,Jackie.Butts1,10580731,9200022158,<Null>,<Null>,-86.817046,33.522812
22160,3 Year,Underground,Grade 2,No,<Null>,Main,Street,Tar Mix,<Null>,50,<Null>,Odor,N/A,N/A,1758,9th Ave N,18th St. N.,<Null>,<Null>,"Construction area - heavy construction/hard hat area, odor, under interstate ",2020,Southern Cross,<Null>,<Null>,3/27/20 13:33,Jackie.Butts1,3/27/20 13:39,Jackie.Butts1,10580945,9200022160,<Null>,<Null>,-86.814886,33.521357
22161,3 Year,Underground,Grade 3,Yes,Service Riser,Service,10' - 20' FRM Building,Unsurfaced,<Null>,<Null>,99,Flame Pack,ra3486,ra3486,720,29th St S,<Null>,<Null>,<Null>,<Null>,2020,Southern Cross,<Null>,<Null>,3/27/20 13:43,Xavier.Patton1,3/27/20 13:43,Xavier.Patton1,10580946,9200022161,<Null>,<Null>,-86.787115,33.51101
22162,3 Year,Underground,Grade 2,Yes,<Null>,Service,Storm Manhole,Concrete,<Null>,35,<Null>,Flame Pack,<Null>,<Null>,714,29th St S,<Null>,<Null>,<Null>,<Null>,2020,Southern Cross,<Null>,<Null>,3/27/20 14:05,Vladimere.Bohemond1,3/27/20 14:15,Vladimere.Bohemond1,10580947,9200022162,<Null>,<Null>,-86.787064,33.511178
22170,3 Year,Underground,Grade 3,Yes,<Null>,Service,Street,Unsurfaced,<Null>,15,<Null>,CGI,<Null>,<Null>,2925,6th Ave S,<Null>,<Null>,<Null>,<Null>,2020,Southern Cross,<Null>,<Null>,3/27/20 18:17,Taylor.Leavey1,3/27/20 18:17,Taylor.Leavey1,10580954,9200022170,<Null>,<Null>,-86.757337,33.530087
22402,3 Year,Underground,Grade 3,Yes,<Null>,Service,Curb,Unsurfaced,<Null>,14,<Null>,CGI,<Null>,<Null>,5105,7th Avenue South,<Null>,<Null>,<Null>,<Null>,2020,Southern Cross,<Null>,<Null>,3/30/20 13:03,Taylor.Leavey1,3/30/20 13:03,Taylor.Leavey1,10580958,9200022402,<Null>,<Null>,-86.755096,33.530826
22466,3 Year,Underground,Grade 3,Yes,Service Riser,Service,<10' FRM Building,Concrete,<Null>,<Null>,78,Soap,ba828326,ba828326,3400,7th court south,<Null>,<Null>,<Null>,<Null>,2020,Southern Cross,<Null>,<Null>,4/3/20 13:56,Xavier.Patton1,4/3/20 13:56,Xavier.Patton1,10581178,9200022466,<Null>,<Null>,-86.780328,33.514668
22476,3 Year,Underground,Grade 2,Yes,<Null>,Main,Curb,Unsurfaced,<Null>,65,<Null>,CGI,<Null>,<Null>,3500,36 St S,<Null>,<Null>,<Null>,Intersection Clairmont Ave,2020,Southern Cross,<Null>,<Null>,4/3/20 16:26,Xavier.Patton1,4/3/20 16:26,Xavier.Patton1,10581182,9200022476,<Null>,<Null>,-86.776844,33.514157
22811,3 Year,Underground,Grade 3,Yes,<Null>,Main,Curb,Unsurfaced,<Null>,<Null>,25,Flame Pack,<Null>,<Null>,2820,2ND AVE S,<Null>,<Null>,Birmingham,<Null>,2020,Southern Cross,<Null>,<Null>,4/15/20 19:47,Vladimere.Bohemond1,4/15/20 19:47,Vladimere.Bohemond1,10581690,9200022811,<Null>,<Null>,-86.797469,33.513723
22824,3 Year,Underground,Grade 3,Yes,<Null>,Main,Street,Concrete,<Null>,3,<Null>,CGI,riser,<Null>,512,60TH ST S,<Null>,<Null>,<Null>,patch in the street,2020,Southern Cross,<Null>,<Null>,4/16/20 13:40,leighton.landrum1,4/16/20 13:40,leighton.landrum1,10581695,9200022824,<Null>,<Null>,-86.743992,33.53961
22826,3 Year,Underground,Grade 2,Yes,<Null>,Main,Street,Concrete,56,<Null>,<Null>,CGI,ba237621,<Null>,540,60TH ST S,<Null>,<Null>,<Null>,<Null>,2020,Southern Cross,<Null>,<Null>,4/16/20 13:57,leighton.landrum1,4/16/20 13:58,leighton.landrum1,10581696,9200022826,<Null>,<Null>,-86.744035,33.538536
22833,3 Year,Underground,Grade 1,Yes,<Null>,Main,Sanitary Manhole,Unsurfaced,4,<Null>,<Null>,CGI,<Null>,<Null>,556,60th s,<Null>,<Null>,birmingham,<Null>,2020,Southern Cross,<Null>,<Null>,4/16/20 14:47,leighton.landrum1,4/16/20 14:47,leighton.landrum1,10581521,9200022833,<Null>,<Null>,-86.744041,33.53794
22839,3 Year,Underground,Grade 3,Yes,<Null>,Main,Curb,Unsurfaced,9,<Null>,<Null>,CGI,0,0,5633,5TH AVE S,<Null>,<Null>,Birmingham ,leak is across the street from this address ,2020,Southern Cross,<Null>,<Null>,4/16/20 16:07,keith.jones1,4/16/20 16:07,keith.jones1,10581702,9200022839,<Null>,<Null>,-86.748486,33.538731
22847,3 Year,Underground,Grade 2,Yes,<Null>,Main,Curb,Unsurfaced,12,<Null>,<Null>,CGI,<Null>,<Null>,1979,20TH AVE,<Null>,<Null>,Phenix City ,<Null>,2020,Southern Cross,<Null>,<Null>,4/16/20 19:17,joshua.stroud1,4/16/20 19:17,joshua.stroud1,10581705,9200022847,<Null>,<Null>,-85.020289,32.480381
22869,3 Year,Underground,Grade 1,Yes,<Null>,Service,10' - 20' FRM Building,Unsurfaced,3,<Null>,<Null>,CGI,<Null>,<Null>,2201,25th St,<Null>,<Null>,Phenix City ,<Null>,2020,Southern Cross,<Null>,<Null>,4/17/20 17:32,joshua.stroud1,4/17/20 17:32,joshua.stroud1,<Null>,9200022869,<Null>,<Null>,-85.024998,32.484852
22870,3 Year,Underground,Grade 2,Yes,<Null>,Main,Curb,Unsurfaced,15,<Null>,<Null>,CGI,<Null>,<Null>,1339,22ND AVE,<Null>,<Null>,Phenix City ,Intersection of 22nd & 24th,2020,Southern Cross,<Null>,<Null>,4/17/20 17:41,joshua.stroud1,4/17/20 17:44,joshua.stroud1,10581711,9200022870,<Null>,<Null>,-85.024474,32.484158
22875,3 Year,Underground,Grade 3,No,<Null>,Main,Curb,Unsurfaced,<Null>,<Null>,203,Flame Pack,<Null>,<Null>,3417,6th Ct S,<Null>,<Null>,Birmingham,SW corner 35th St & 6th Ave S,2020,Southern Cross,<Null>,<Null>,4/6/20 14:51,Vladimere.Bohemond1,4/12/20 19:08,chris.wright1,10581712,9200022875,<Null>,<Null>,-86.780155,33.516692
22876,3 Year,Underground,Grade 3,Yes,<Null>,<Null>,Storm Manhole,Concrete,<Null>,<Null>,253,Flame Pack,<Null>,<Null>,609,35 St S,<Null>,<Null>,Birmingham,Corner of 35th St & 6th Ave S,2020,Southern Cross,<Null>,<Null>,4/6/20 14:59,Vladimere.Bohemond1,4/6/20 14:59,Vladimere.Bohemond1,10581713,9200022876,<Null>,<Null>,-86.779965,33.516792
22881,3 Year,Underground,Grade 3,Yes,Service Riser,Service,<10' FRM Building,Concrete,<Null>,<Null>,79,Soap,ba837932,ba837932,701,37th St S,<Null>,<Null>,<Null>,<Null>,2020,Southern Cross,<Null>,<Null>,4/6/20 15:37,Xavier.Patton1,4/6/20 15:37,Xavier.Patton1,10581714,9200022881,<Null>,<Null>,-86.776032,33.517779
22896,3 Year,Underground,Grade 1,Yes,Nipple,<Null>,<10' FRM Building,Concrete,<Null>,20,<Null>,Flame Pack,<Null>,<Null>,200,41st street S ,<Null>,<Null>,Birmingham,<Null>,2020,Southern Cross,<Null>,<Null>,4/6/20 19:24,Vladimere.Bohemond1,4/6/20 19:24,Vladimere.Bohemond1,<Null>,9200022896,<Null>,<Null>,-86.774541,33.524436
22902,3 Year,Underground,Grade 2,Yes,<Null>,Main,Curb,Concrete,<Null>,56,<Null>,CGI,riser,<Null>,2410,4th Ave S,<Null>,<Null>,<Null>,<Null>,2020,Southern Cross,<Null>,<Null>,4/7/20 12:28,leighton.landrum1,4/7/20 12:48,leighton.landrum1,10581718,9200022902,<Null>,<Null>,-86.796275,33.51192
22907,3 Year,Underground,Grade 3,No,First Cut Regulator,Service,20'+ FRM Building,Unsurfaced,<Null>,4,<Null>,Soap,<Null>,<Null>,3816,Montclair Road,<Null>,<Null>,<Null>,on first cut regulator ,2020,Southern Cross,<Null>,<Null>,4/7/20 13:14,Meagan.Howard1,4/7/20 13:42,Meagan.Howard1,10581719,9200022907,<Null>,<Null>,-86.76469,33.504962
22912,3 Year,Underground,Grade 1,Yes,<Null>,Main,<10' FRM Building,Unsurfaced,9,<Null>,<Null>,CGI,cb8614,<Null>,2516,3rd ave s,<Null>,<Null>,<Null>,<Null>,2020,Southern Cross,<Null>,<Null>,4/7/20 13:39,leighton.landrum1,4/7/20 13:41,leighton.landrum1,10581210,9200022912,<Null>,<Null>,-86.795153,33.513595
22931,3 Year,Underground,Grade 3,No,<Null>,Main,Street,Concrete,<Null>,<Null>,401,<Null>,<Null>,<Null>,1225,5th Ave N,<Null>,<Null>,<Null>,in the street,2020,Southern Cross,<Null>,<Null>,4/7/20 16:48,leighton.landrum1,4/7/20 16:49,leighton.landrum1,10581731,9200022931,<Null>,<Null>,-86.817822,33.513572
22937,3 Year,Underground,Grade 3,Yes,<Null>,Main,Curb,Unsurfaced,8,<Null>,<Null>,CGI,<Null>,<Null>,4301,10th Avenue South,<Null>,<Null>,Birmingham,<Null>,2020,Southern Cross,<Null>,<Null>,4/8/20 13:05,Taylor.Leavey1,4/8/20 13:05,Taylor.Leavey1,10581734,9200022937,<Null>,<Null>,-86.766339,33.513346
22943,3 Year,Underground,Grade 3,No,Service Riser,Service,<10' FRM Building,Unsurfaced,<Null>,4,<Null>,Flame Pack,<Null>,<Null>,3608,5th Ave S,<Null>,<Null>,<Null>,Service riser,2020,Southern Cross,<Null>,<Null>,4/8/20 15:11,Xavier.Patton1,4/8/20 15:11,Xavier.Patton1,10581735,9200022943,<Null>,<Null>,-86.778955,33.519088
22951,3 Year,Underground,Grade 3,No,<Null>,<Null>,Street,Concrete,<Null>,<Null>,89,<Null>,<Null>,<Null>,212,2nd Ave S,<Null>,<Null>,Birmingham,drain in front of The Lumbar,2020,Southern Cross,<Null>,<Null>,4/8/20 16:33,Vladimere.Bohemond1,4/8/20 16:33,Vladimere.Bohemond1,10581737,9200022951,<Null>,<Null>,-86.790625,33.516197
23006,3 Year,Underground,Grade 2,Yes,<Null>,<Null>,Curb,Tar Mix,<Null>,3,<Null>,CGI,<Null>,<Null>,1100,11th St N,5th ave,<Null>,birmingham,<Null>,2020,Southern Cross,<Null>,<Null>,4/10/20 19:31,leighton.landrum1,4/10/20 19:31,leighton.landrum1,10581750,9200023006,<Null>,<Null>,-86.820864,33.512143
