OBJECTID_1,FID_spireM,OBJECTID,LEAKSURVEY,LEAKSURV_1,LASTSURVEY,LEAKSURV_2,SURVEYAREA,TARGETMONT,COMMENTS,SURVEYCYCL,HCA,SHAPE_Leng,Polygon,FID_techFi,OBJECTID__,Survey_Typ,Leak_Locat,Leak_Grade,Marked_Fla,Leak_Loc_1,Probable_S,Gas_In,Surface_Ty,CGI_Test_G,CGI_Test_L,CGI_Test_P,Detected_B,Meter_Numb,Confirm_Me,House_Numb,Street,Street_2,Apt_Suite,City,Comments_1,Survey_Yea,Survey_Con,Grade_1_No,PRESSURETY,CreationDa,Creator,EditDate,Editor,NOTIFICATI,REPORTNUMB,NOTSTATUS,Work_Locat,X,Y,geometry
63,9,17,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,17927.1691602,17,167,22150,3 Year,Underground,Grade 2,No,<Null>,Main,Water Box,Unsurfaced,<Null>,20,<Null>,CGI,N/A,N/A,900,17th St N,9th Ave. N.,<Null>,<Null>,"Gas detected from BWWB valve box, Metro Mini Storage",2020,Southern Cross,<Null>,<Null>,2020-03-26,Jackie.Butts1,2020-03-26,Jackie.Butts1,10580938,9200022150,<Null>,<Null>,-86.815794,33.52105,"c(-86.815794, 33.5210500000001)"
64,9,17,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,17927.1691602,17,171,22160,3 Year,Underground,Grade 2,No,<Null>,Main,Street,Tar Mix,<Null>,50,<Null>,Odor,N/A,N/A,1758,9th Ave N,18th St. N.,<Null>,<Null>,"Construction area - heavy construction/hard hat area, odor, under interstate",2020,Southern Cross,<Null>,<Null>,2020-03-27,Jackie.Butts1,2020-03-27,Jackie.Butts1,10580945,9200022160,<Null>,<Null>,-86.814886,33.521357,"c(-86.8148859999999, 33.5213570000001)"
65,9,17,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,17927.1691602,17,164,22135,3 Year,Underground,Grade 3,No,<Null>,Main,Sanitary Manhole,Tar Mix,<Null>,9,<Null>,CGI,N/A,N/A,928,17th St N,10th Ave. N.,<Null>,<Null>,City of Birmingham Sanitary Sewer,2020,Southern Cross,<Null>,<Null>,2020-03-26,Jackie.Butts1,2020-03-26,Jackie.Butts1,10580935,9200022135,<Null>,<Null>,-86.816163,33.521571,"c(-86.816163, 33.5215710000001)"
66,9,17,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,17927.1691602,17,163,22130,3 Year,Underground,Grade 2,No,<Null>,Main,20'+ FRM Building,Unsurfaced,35,<Null>,<Null>,CGI,N/A,N/A,1786,9th Ave N,18th St. N.,<Null>,<Null>,"Around tree/curb, construction in progress, AT&T cable lines",2020,Southern Cross,<Null>,<Null>,2020-03-26,Jackie.Butts1,2020-03-26,Jackie.Butts1,10580933,9200022130,<Null>,<Null>,-86.81449,33.52161,"c(-86.81449, 33.5216100000001)"
67,9,17,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,17927.1691602,17,158,22112,3 Year,Underground,Grade 1,No,<Null>,Main,<10' FRM Building,Unsurfaced,61,<Null>,<Null>,CGI,N/A,N/A,900,18th St. N.,9th Ct. N.,<Null>,<Null>,"61% gas <10' from building, 86% LEL within 2' of building, concrete sidewalk <2' of building, odor",2020,Southern Cross,<Null>,<Null>,2020-03-25,Jackie.Butts1,2020-03-25,Jackie.Butts1,10580616,9200022112,<Null>,<Null>,-86.814675,33.522033,"c(-86.814675, 33.5220330000001)"
68,9,17,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,17927.1691602,17,156,22107,3 Year,Underground,Grade 3,No,<Null>,Main,Sanitary Manhole,Tar Mix,<Null>,4,<Null>,CGI,N/A,N/A,906,18th St N,9th Ct. N.,<Null>,<Null>,Methane detected from sewer/storm manhole near FBI building,2020,Southern Cross,<Null>,<Null>,2020-03-25,Jackie.Butts1,2020-03-25,Jackie.Butts1,10580922,9200022107,<Null>,<Null>,-86.814775,33.522223,"c(-86.8147749999999, 33.5222230000001)"
69,9,17,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,17927.1691602,17,165,22138,3 Year,Underground,Grade 3,No,<Null>,Main,Sanitary Manhole,Tar Mix,<Null>,6,<Null>,CGI,N/A,N/A,1007,17th St N,10th Ave. N.,<Null>,<Null>,City of Birmingham Sanitary Sewer,2020,Southern Cross,<Null>,<Null>,2020-03-26,Jackie.Butts1,2020-03-26,Jackie.Butts1,10580936,9200022138,<Null>,<Null>,-86.816575,33.522422,"c(-86.8165749999999, 33.5224220000001)"
70,9,17,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,17927.1691602,17,162,22128,3 Year,Underground,Grade 2,No,<Null>,Main,Curb,Unsurfaced,30,<Null>,<Null>,CGI,N/A,N/A,954,18th St N,9th Ct. N.,<Null>,<Null>,"Around light pole (CB 9-8), across from Main Steet Check Printing near FBI Building",2020,Southern Cross,<Null>,<Null>,2020-03-26,Jackie.Butts1,2020-03-26,Jackie.Butts1,10580931,9200022128,<Null>,<Null>,-86.815005,33.522603,"c(-86.815005, 33.5226030000001)"
71,9,17,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,17927.1691602,17,170,22158,3 Year,Underground,Grade 1,No,<Null>,Main,Water Box,Concrete,8,<Null>,<Null>,CGI,N/A,N/A,1030,17th St. N.,11th Ave. N.,<Null>,<Null>,"SRA Foods, 8% gas from BWWB box <5' from building, 17% gas <10', gas odor",2020,Southern Cross,<Null>,<Null>,2020-03-26,Jackie.Butts1,2020-03-26,Jackie.Butts1,10580731,9200022158,<Null>,<Null>,-86.817046,33.522812,"c(-86.8170459999999, 33.522812)"
72,9,17,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,17927.1691602,17,159,22114,3 Year,Underground,Grade 3,No,<Null>,Main,Sanitary Manhole,Unsurfaced,<Null>,49,<Null>,CGI,N/A,N/A,1792,18th St N,10th Ave. N.,<Null>,<Null>,Gas detected around Jefferson Co. Sanitary Sewer  manhole,2020,Southern Cross,<Null>,<Null>,2020-03-25,Jackie.Butts1,2020-03-25,Jackie.Butts1,10580925,9200022114,<Null>,<Null>,-86.815285,33.522919,"c(-86.815285, 33.5229190000001)"
73,9,17,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,17927.1691602,17,169,22157,3 Year,Underground,Grade 3,No,<Null>,Main,Street,Tar Mix,<Null>,5,<Null>,CGI,N/A,N/A,1608,10th Ave N,17th St. N.,<Null>,<Null>,Gas detected from Bell Systems manhole,2020,Southern Cross,<Null>,<Null>,2020-03-26,Jackie.Butts1,2020-03-26,Jackie.Butts1,10580944,9200022157,<Null>,<Null>,-86.817199,33.52295,"c(-86.817199, 33.52295)"
74,9,17,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,17927.1691602,17,161,22120,3 Year,Underground,Grade 2,No,<Null>,Main,Curb,Concrete,20,<Null>,<Null>,CGI,N/A,N/A,1010,18th St N,10th Ave. N.,<Null>,<Null>,"Gas detected at and around curb/sidewalk/cracks in street, near FBI building, gas odor",2020,Southern Cross,<Null>,<Null>,2020-03-26,Jackie.Butts1,2020-03-26,Jackie.Butts1,10580928,9200022120,<Null>,<Null>,-86.815383,33.523037,"c(-86.8153829999999, 33.523037)"
75,9,17,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,17927.1691602,17,168,22154,3 Year,Underground,Grade 3,No,<Null>,Regulator Station,20'+ FRM Building,Concrete,<Null>,10,<Null>,CGI,N/A,N/A,1625,11th Ave N,17th St. N.,<Null>,<Null>,Regulator station near I-20 W/I-59 S,2020,Southern Cross,<Null>,<Null>,2020-03-26,Jackie.Butts1,2020-03-26,Jackie.Butts1,10582055,9200022154,<Null>,<Null>,-86.817477,33.523466,"c(-86.8174769999999, 33.523466)"
76,9,17,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,17927.1691602,17,160,22115,3 Year,Underground,Grade 1,No,<Null>,Main,Water Box,Unsurfaced,20,<Null>,<Null>,CGI,N/A,N/A,1000,18th St. N.,11th Ave. N.,<Null>,<Null>,"Water valve box, highest = 40% gas, near FBI Building",2020,Southern Cross,<Null>,<Null>,2020-03-25,Jackie.Butts1,2020-03-25,Jackie.Butts1,10580705,9200022115,<Null>,<Null>,-86.815761,33.523481,"c(-86.815761, 33.5234810000001)"
