OBJECTID_1,FID_spireM,OBJECTID,LEAKSURVEY,LEAKSURV_1,LASTSURVEY,LEAKSURV_2,SURVEYAREA,TARGETMONT,COMMENTS,SURVEYCYCL,HCA,SHAPE_Leng,Polygon,FID_techFi,OBJECTID__,Survey_Typ,Leak_Locat,Leak_Grade,Marked_Fla,Leak_Loc_1,Probable_S,Gas_In,Surface_Ty,CGI_Test_G,CGI_Test_L,CGI_Test_P,Detected_B,Meter_Numb,Confirm_Me,House_Numb,Street,Street_2,Apt_Suite,City,Comments_1,Survey_Yea,Survey_Con,Grade_1_No,PRESSURETY,CreationDa,Creator,EditDate,Editor,NOTIFICATI,REPORTNUMB,NOTSTATUS,Work_Locat,X,Y,geometry
51,8,18,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,25021.9001445,18,198,23143,3 Year,Underground,Grade 3,Yes,Service Riser,Service,10' - 20' FRM Building,Unsurfaced,<Null>,<Null>,41,Flame Pack,cz5520,cz5520,2801,2nd Ave S,<Null>,200,<Null>,<Null>,2020,Southern Cross,<Null>,<Null>,2020-04-24,Vladimere.Bohemond1,2020-04-24,Vladimere.Bohemond1,10582008,9200023143,<Null>,<Null>,-86.791748,33.515832,"c(-86.791748, 33.515832)"
52,8,18,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,25021.9001445,18,196,22951,3 Year,Underground,Grade 3,No,<Null>,<Null>,Street,Concrete,<Null>,<Null>,89,<Null>,<Null>,<Null>,212,2nd Ave S,<Null>,<Null>,Birmingham,drain in front of The Lumbar,2020,Southern Cross,<Null>,<Null>,2020-04-08,Vladimere.Bohemond1,2020-04-08,Vladimere.Bohemond1,10581737,9200022951,<Null>,<Null>,-86.790625,33.516197,"c(-86.790625, 33.516197)"
53,8,18,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,25021.9001445,18,186,22875,3 Year,Underground,Grade 3,No,<Null>,Main,Curb,Unsurfaced,<Null>,<Null>,203,Flame Pack,<Null>,<Null>,3417,6th Ct S,<Null>,<Null>,Birmingham,SW corner 35th St & 6th Ave S,2020,Southern Cross,<Null>,<Null>,2020-04-06,Vladimere.Bohemond1,2020-04-12,chris.wright1,10581712,9200022875,<Null>,<Null>,-86.780155,33.516692,"c(-86.780155, 33.516692)"
54,8,18,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,25021.9001445,18,187,22876,3 Year,Underground,Grade 3,Yes,<Null>,<Null>,Storm Manhole,Concrete,<Null>,<Null>,253,Flame Pack,<Null>,<Null>,609,35 St S,<Null>,<Null>,Birmingham,Corner of 35th St & 6th Ave S,2020,Southern Cross,<Null>,<Null>,2020-04-06,Vladimere.Bohemond1,2020-04-06,Vladimere.Bohemond1,10581713,9200022876,<Null>,<Null>,-86.779965,33.516792,"c(-86.7799649999999, 33.5167920000001)"
56,8,18,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,25021.9001445,18,1,20484,3 Year,Underground,Grade 3,No,<Null>,Main,Curb,<Null>,1,20,<Null>,Flame Pack,0,0,3107,2ND AVE S,<Null>,<Null>,BIRMINGHAM,On 31st St between 2nd Aly & 2nd Ave; light box,2020,Southern Cross,<Null>,<Null>,2020-02-12,Ebony.Todd1,2020-02-12,Ebony.Todd1,10578859,9200020484,<Null>,<Null>,-86.787986,33.517654,"c(-86.787986, 33.5176540000001)"
57,8,18,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,25021.9001445,18,188,22881,3 Year,Underground,Grade 3,Yes,Service Riser,Service,<10' FRM Building,Concrete,<Null>,<Null>,79,Soap,ba837932,ba837932,701,37th St S,<Null>,<Null>,<Null>,<Null>,2020,Southern Cross,<Null>,<Null>,2020-04-06,Xavier.Patton1,2020-04-06,Xavier.Patton1,10581714,9200022881,<Null>,<Null>,-86.776032,33.517779,"c(-86.776032, 33.5177790000001)"
58,8,18,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,25021.9001445,18,195,22943,3 Year,Underground,Grade 3,No,Service Riser,Service,<10' FRM Building,Unsurfaced,<Null>,4,<Null>,Flame Pack,<Null>,<Null>,3608,5th Ave S,<Null>,<Null>,<Null>,Service riser,2020,Southern Cross,<Null>,<Null>,2020-04-08,Xavier.Patton1,2020-04-08,Xavier.Patton1,10581735,9200022943,<Null>,<Null>,-86.778955,33.519088000000004,"c(-86.7789549999999, 33.5190880000001)"
60,8,18,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,25021.9001445,18,200,23394,3 Year,Underground,Grade 3,Yes,<Null>,Main,Street,Concrete,<Null>,2,<Null>,<Null>,<Null>,<Null>,509,40th st S,<Null>,<Null>,Birmingham,<Null>,2020,Southern Cross,<Null>,<Null>,2020-04-28,Vladimere.Bohemond1,2020-04-28,Vladimere.Bohemond1,10582265,9200023394,<Null>,<Null>,-86.773976,33.520622,"c(-86.7739759999999, 33.5206220000001)"
61,8,18,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,25021.9001445,18,134,21796,3 Year,Underground,Grade 3,Yes,<Null>,Service,<Null>,Unsurfaced,<Null>,6,<Null>,<Null>,<Null>,<Null>,3800,5th Ave S,<Null>,<Null>,<Null>,leak is in the alley marked by yellow 20,2020,Southern Cross,<Null>,<Null>,2020-03-17,Vladimere.Bohemond1,2020-03-20,chris.wright1,10580632,9200021796,<Null>,<Null>,-86.776402,33.520709,"c(-86.776402, 33.5207090000001)"
78,8,18,BGH 3YR A,NA,NA,NA,NA,NA,NA,NA,N,25021.9001445,18,189,22896,3 Year,Underground,Grade 1,Yes,Nipple,<Null>,<10' FRM Building,Concrete,<Null>,20,<Null>,Flame Pack,<Null>,<Null>,200,41st street S,<Null>,<Null>,Birmingham,<Null>,2020,Southern Cross,<Null>,<Null>,2020-04-06,Vladimere.Bohemond1,2020-04-06,Vladimere.Bohemond1,0,9200022896,<Null>,<Null>,-86.774541,33.524436,"c(-86.7745409999999, 33.524436)"
